hotel_market,interactions,bookings,unique_users,unique_bookers,segment_name,segment_value,booking_rate,share_of_users,share_of_interactions,gap_from_mean,potential_bookings,hotel_country
455,21979,2266,3234,14060,hotel_market,455,0.10309841212066063,0.0004827206458008155,0.0003959238238167626,0.019196512115071188,-421.92013977714964,50
456,5029,531,782,3075,hotel_market,456,0.10558759196659376,0.00011672465832289354,9.059106010166518e-05,0.02168569196100431,-109.05734487189068,50
457,1649,201,370,1018,hotel_market,457,0.12189205579138872,5.5227779513389525e-05,2.9704644682371423e-05,0.03799015578579927,-62.645766890782994,50
458,5798,790,1471,3764,hotel_market,458,0.13625388064849947,0.00021956773963296216,0.00010444362029617314,0.05235198064291002,-303.53678376759234,50
459,573,85,149,399,hotel_market,459,0.14834205933682373,2.2240376074310918e-05,1.0321868649483823e-05,0.06444015933123429,-36.924211296797246,50
460,1831,191,456,1171,hotel_market,460,0.10431458219552157,6.806450664352872e-05,3.298314397417955e-05,0.020412682189932127,-37.37562108976572,50
461,1881,256,408,1219,hotel_market,461,0.13609782030834663,6.089982173368359e-05,3.3883830592808156e-05,0.05219592030275719,-98.18052608948626,50
462,3545,488,795,2425,hotel_market,462,0.1376586741889986,0.00011866509381930994,6.385868126076816e-05,0.053756774183409156,-190.56776448018545,50
463,13858,1619,2533,9043,hotel_market,463,0.11682782508298456,0.0003780863932632856,0.00024963430321910444,0.03292592507739511,-456.28746972254146,50
464,4756,461,1192,3112,hotel_market,464,0.09693019343986543,0.00017792300859448734,8.5673311163953e-05,0.013028293434275987,-61.962563573416595,50
465,1339,158,337,837,hotel_market,465,0.1179985063480209,5.0302058637871e-05,2.4120387646874066e-05,0.03409660634243146,-45.65535589251572,50
466,19827,2364,3498,13323,hotel_market,466,0.11923135118777425,0.0005221264128049636,0.0003571582717509874,0.03532945118218481,-700.4770285891782,50
467,3233,153,693,1823,hotel_market,467,0.04732446643983916,0.00010344013838588904,5.823839676052566e-05,-0.036577433565750286,118.25484271807068,50
468,1564,209,318,989,hotel_market,468,0.1336317135549872,4.746603752772397e-05,2.8173477430702794e-05,0.04972981354939776,-77.7774283912581,50
469,3457,325,719,2201,hotel_market,469,0.09401214926236622,0.00010732100937872181,6.227347281198182e-05,0.010110249256776768,-34.951131680677285,50
470,4134,372,945,2735,hotel_market,470,0.0899854862119013,0.00014105473416257594,7.446876962821314e-05,0.006083586206311858,-25.149545376893222,50
471,3115,411,687,2142,hotel_market,471,0.1319422150882825,0.0001025445527721584,5.611277634056215e-05,0.04804031508269305,-149.64558148258885,50
472,1319,214,297,880,hotel_market,472,0.16224412433661864,4.4331487879666726e-05,2.3760112999422624e-05,0.07834222433102919,-103.3333938926275,50
473,2789,143,577,1760,hotel_market,473,0.0512728576550735,8.612548318709664e-05,5.024029958710364e-05,-0.03262904235051595,91.00239911558897,50
474,3589,467,635,2358,hotel_market,474,0.13011981053218166,9.478281078649284e-05,6.465128548516134e-05,0.046217910526592215,-165.87608087993945,50
475,9894,1000,2326,6280,hotel_market,475,0.10107135637760259,0.0003471886895895785,0.00017822786809422854,0.017169456372013142,-169.87460134469802,50
476,14328,1422,2050,9375,hotel_market,476,0.0992462311557789,0.000305991751357969,0.0002581007574342133,0.015344331150189447,-219.8535767199144,50
477,2700,424,623,1892,hotel_market,477,0.15703703703703703,9.299163955903155e-05,4.863707740594472e-05,0.07313513703144758,-197.4648699849085,50
478,11032,1703,1967,7513,hotel_market,478,0.1543691080493111,0.0002936028170346951,0.0001987274955342156,0.07046720804372164,-777.3942391383372,50
479,2207,317,521,1476,hotel_market,479,0.14363389216130493,7.776668412561065e-05,3.9756307346266666e-05,0.05973199215571548,-131.82850668766406,50
480,9950,1210,1952,6724,hotel_market,480,0.12160804020100502,0.0002913638530003685,0.00017923663710709258,0.03770614019541557,-375.17609494438494,50
481,10302,1185,2294,6467,hotel_market,481,0.11502620850320326,0.00034241223298301504,0.00018557747090223797,0.031124308497613815,-320.6426261424175,50
482,5113,659,1011,3471,hotel_market,482,0.1288871504009388,0.00015090617591361302,9.210421362096124e-05,0.04498525039534934,-230.00958527142117,50
483,2823,409,624,1862,hotel_market,483,0.14488133191640098,9.314090382798666e-05,5.085276648777109e-05,0.06097943191081154,-172.14493628422096,50
484,738,91,150,501,hotel_market,484,0.12330623306233063,2.2389640343266024e-05,1.3294134490958223e-05,0.03940433305674118,-29.08039779587499,50
485,14122,1494,2242,9192,hotel_market,485,0.10579238068262285,0.0003346504909973495,0.00025438992856546345,0.021890480677033405,-309.1373681210658,50
486,3639,461,986,2420,hotel_market,486,0.1266831547128332,0.00014717456918973533,6.555197210378994e-05,0.042781254707243754,-155.68098587966003,50
487,6381,620,912,4075,hotel_market,487,0.0971634540040746,0.00013612901328705743,0.00011494562626938268,0.013261553998485151,-84.62197606433375,50
488,20549,2319,3519,13423,hotel_market,488,0.11285220692004477,0.000525260962453021,0.00037016418652398444,0.028950306914455326,-594.8998567851424,50
489,17129,2087,3023,11441,hotel_market,489,0.12184015412458404,0.00045122588505128793,0.0003085572218097878,0.0379382541189946,-649.8443548042585,50
490,1455,215,352,955,hotel_market,490,0.14776632302405499,5.2541022672197606e-05,2.6209980602092432e-05,0.06386442301846554,-92.92273549186736,50
491,3409,451,787,2283,hotel_market,491,0.13229686124963333,0.00011747097966766908,6.140881365809835e-05,0.04839496124404388,-164.9784228809456,50
492,2169,290,483,1440,hotel_market,492,0.13370216689718764,7.20946419053166e-05,3.9071785516108925e-05,0.049800266891598194,-108.01677888787648,50
493,21882,2875,4448,14733,hotel_market,493,0.13138652773969473,0.0006639274683123152,0.0003941764917766231,0.04748462773410528,-1039.0586240776918,50
494,2957,372,491,1858,hotel_market,494,0.1258031788975313,7.328875605695746e-05,5.3266606625695756e-05,0.04190127889194184,-123.90208168347202,50
495,3909,511,1136,2471,hotel_market,495,0.13072397032489128,0.00016956420953300136,7.041567984438441e-05,0.04682207031930183,-183.02747287815086,50
496,6407,404,1207,3902,hotel_market,496,0.06305603246449196,0.00018016197262881394,0.00011541398331106956,-0.02084586754109749,133.55947333581162,50
497,1268,201,234,815,hotel_market,497,0.15851735015772872,3.4927838935495e-05,2.2841412648421445e-05,0.07461545015213927,-94.61239079291259,50
498,14002,1645,3311,9179,hotel_market,498,0.11748321668333095,0.0004942139945103587,0.0002522282806807548,0.0335813166777415,-470.2055961217365,50
499,6556,816,1088,4204,hotel_market,499,0.12446613788895668,0.00016239952462315623,0.0001180980294345828,0.04056423788336723,-265.9391435633556,50
500,9738,1183,1896,6585,hotel_market,500,0.12148285068802629,0.00028300505393888257,0.0001754177258441073,0.037580950682436845,-365.96329774557,50
501,2616,305,753,1726,hotel_market,501,0.11659021406727829,0.00011239599452319544,4.712392388664866e-05,0.032688314061688845,-85.51262958537802,50
502,13948,1396,2484,9049,hotel_market,502,0.10008603383997705,0.0003707724440844854,0.0002512555391326359,0.016184133834387604,-225.7362987220383,50
503,48618,2921,7381,29685,hotel_market,503,0.06008062857377926,0.0011017195691576435,0.0008757916404897113,-0.02382127143181019,1158.1425744717478,50
504,2318,296,457,1495,hotel_market,504,0.1276962899050906,6.821377091248383e-05,4.175583163962217e-05,0.04379438989950116,-101.51539578704369,50
505,3391,345,821,2089,hotel_market,505,0.10173989973459156,0.0001225459648121427,6.108456647539205e-05,0.017837999729002116,-60.48865708104618,50
506,1830,249,451,1198,hotel_market,506,0.1360655737704918,6.731818529875318e-05,3.296513024180698e-05,0.05216367376490236,-95.45952298977132,50
507,2104,306,453,1441,hotel_market,507,0.14543726235741444,6.761671383666339e-05,3.790089291189174e-05,0.061535362351824996,-129.4704023882398,50
508,6603,848,1337,4343,hotel_market,508,0.12842647281538694,0.00019956632759297784,0.0001189446748560937,0.04452457280979749,-293.99575426309286,50
509,5894,463,1166,3868,hotel_market,509,0.07855446216491348,0.00017404213760165456,0.00010617293860394007,-0.00534743784067597,31.517798632944167,50
510,4762,538,1073,3056,hotel_market,510,0.1129777404451911,0.00016016056058882963,8.578139355818842e-05,0.029075840439601652,-138.45915217338307,50
511,18931,2240,3525,12442,hotel_market,511,0.11832444139242512,0.0005261565480667516,0.0003410179675451628,0.034422541386835676,-651.6531309941862,50
512,5990,744,1270,3958,hotel_market,512,0.12420701168614358,0.00018956562157298567,0.000107902256911707,0.04030511168055413,-241.42761896651925,50
513,4188,541,933,2751,hotel_market,513,0.12917860553963706,0.00013926356293511469,7.544151117633203e-05,0.04527670553404761,-189.6188427765914,50
514,8495,1064,1362,5644,hotel_market,514,0.12525014714537963,0.0002032979343168555,0.00015302665650500014,0.041348247139790184,-351.2533594525176,50
515,1911,241,464,1214,hotel_market,515,0.1261119832548404,6.925862079516956e-05,3.442424256398532e-05,0.04221008324925096,-80.6634690893186,50
516,15076,686,2581,8729,hotel_market,516,0.04550278588485009,0.0003852510781731307,0.0002715750292488973,-0.038399114120739354,578.9050444842665,50
517,6083,514,1234,3909,hotel_market,517,0.08449778070031234,0.00018419210789060182,0.0001095775340223562,0.0005958806947228973,-3.624742265999384,50
518,2796,189,544,1669,hotel_market,518,0.06759656652360516,8.119976231157811e-05,5.036639571371164e-05,-0.01630533348198429,45.58971241562808,50
519,12000,669,2327,7498,hotel_market,519,0.05575,0.0003473379538585336,0.00021616478847086542,-0.028151900005589446,337.82280006707333,50
520,19627,2154,3897,12677,hotel_market,520,0.10974677739848168,0.0005816828561180513,0.00035355552527647295,0.025844877392892235,-507.2574085902959,50
521,9629,968,1738,6169,hotel_market,521,0.10052965001557794,0.00025942129944397566,0.00017345422901549694,0.016627750009988493,-160.1086048461792,50
522,18662,1300,2913,11226,hotel_market,522,0.06966027221090987,0.0004348068154662262,0.00033617227353694085,-0.014241627794679579,265.7772579043103,50
523,7002,874,1367,4495,hotel_market,523,0.12482147957726364,0.00020404425566163104,0.00012613215407274996,0.04091957957167419,-286.5188961608627,50
524,6147,912,950,4116,hotel_market,524,0.148365056124939,0.0001418010555073515,0.00011073041289420081,0.06446315611934955,-396.25502066564167,50
525,5983,705,1068,3918,hotel_market,525,0.11783386261073041,0.0001594142392440541,0.00010777616078509899,0.03393196260514096,-203.01493226655836,50
526,1416,146,602,937,hotel_market,526,0.10310734463276836,8.985708991097431e-05,2.550744503956212e-05,0.019205444627178908,-27.194909592085335,50
527,19805,2016,3254,12866,hotel_market,527,0.10179247664731128,0.00048570593117991764,0.0003567619696387908,0.017890576641721834,-354.32287038930093,50
528,10055,1229,1741,6662,hotel_market,528,0.12222774738935853,0.000259869092250841,0.00018112807900621264,0.03832584738376908,-385.3663954437981,50
529,27103,1887,6730,16962,hotel_market,529,0.06962328893480427,0.001004548530067869,0.00048822618849382214,-0.01427861107078518,386.9931958514907,50
530,12999,1530,1861,8517,hotel_market,530,0.11770136164320333,0.00027778080452545384,0.00023416050711106497,0.03379946163761388,-439.3592018273428,50
531,3986,528,787,2638,hotel_market,531,0.13246362267937783,0.00011747097966766908,7.180273723707246e-05,0.04856172267378839,-193.56702657772053,50
532,7034,768,1250,4455,hotel_market,532,0.10918396360534546,0.00018658033619388354,0.00012670859350867228,0.025282063599756016,-177.83403536068383,50
533,25199,2929,4226,16754,hotel_market,533,0.1162347712210802,0.0006307908006042814,0.0004539280420564448,0.03233287121549075,-814.7560217591514,50
534,10634,1426,2384,6908,hotel_market,534,0.13409817566296783,0.0003558460171889747,0.0001915580300499319,0.050196275657378386,-533.7871953405618,50
535,1846,198,423,1228,hotel_market,535,0.10725893824485373,6.313878576801019e-05,3.325334995976813e-05,0.023357038239264286,-43.117092589681874,50
536,2031,254,404,1332,hotel_market,536,0.12506154603643527,6.030276465786316e-05,3.658589044869397e-05,0.04115964603084582,-83.59524108864787,50
537,1639,271,494,1090,hotel_market,537,0.16534472239170225,7.373654886382277e-05,2.95245073586457e-05,0.0814428223861128,-133.48478589083888,50
538,52268,5170,8492,33377,hotel_market,538,0.09891329302823908,0.0012675521719667671,0.0009415417636495995,0.01501139302264963,-784.6154905078508,50
539,25666,2355,4566,16921,hotel_market,539,0.09175563001636407,0.0006815406520490178,0.000462340455074436,0.00785373001077462,-201.57383445654142,50
540,3357,408,575,2153,hotel_market,540,0.12153708668453976,8.582695464918643e-05,6.04720995747246e-05,0.037635186678950314,-126.34132168123621,50
541,8030,884,1385,5191,hotel_market,541,0.11008717310087172,0.00020673101250282295,0.0001446502709517541,0.026185273095282277,-210.2677429551167,50
542,716,103,191,470,hotel_market,542,0.14385474860335196,2.8509475370425404e-05,1.2897832378761636e-05,0.05995284859776251,-42.926239595997956,50
543,2324,264,592,1503,hotel_market,543,0.11359724612736662,8.836444722142325e-05,4.1863914033857603e-05,0.02969534612177717,-69.01198438701014,50
544,21620,1430,4168,12816,hotel_market,544,0.06614246068455135,0.0006221334730048852,0.0003894568938950092,-0.0177594393210381,383.95907812084374,50
545,1854,174,413,1153,hotel_market,545,0.09385113268608414,6.164614307845913e-05,3.339745981874871e-05,0.00994923268049469,-18.445877389637158,50
546,16119,2052,3131,10599,hotel_market,546,0.1273031825795645,0.0004673464260984395,0.00029036335211349,0.04340128257397505,-699.5852738099038,50
547,1875,187,668,1185,hotel_market,547,0.09973333333333333,9.970853166201136e-05,3.377574819857272e-05,0.01583143332774388,-29.683937489519774,50
548,6397,790,1414,4150,hotel_market,548,0.1234953884633422,0.00021105967630252105,0.00011523384598734384,0.03959348845775275,-253.27954566424432,50
549,2907,342,699,1909,hotel_market,549,0.11764705882352941,0.00010433572399961968,5.236592000706715e-05,0.03374515881793996,-98.09717668375147,50
550,34511,3810,5308,22791,hotel_market,550,0.11039958274173452,0.000792294739613707,0.0006216719179098363,0.02649768273614507,-914.4615289071025,50
551,5294,682,1154,3500,hotel_market,551,0.12882508500188894,0.00017225096637419327,9.53646991803968e-05,0.04492318499629949,-237.8233413704095,50
552,11835,1170,2851,7631,hotel_market,552,0.09885931558935361,0.0004255524307910096,0.000213192522629391,0.014957415583764164,-177.02101343384888,50
553,23764,2431,4018,15524,hotel_market,553,0.10229759299781181,0.0005997438326616193,0.0004280783361018038,0.018395692992222365,-437.1552482671723,50
554,11207,403,2283,6445,hotel_market,554,0.03595966806460248,0.0003407703260245089,0.00020187989869941572,-0.047942231940986964,537.2885933626409,50
555,959,158,204,651,hotel_market,555,0.16475495307612095,3.0449910866841794e-05,1.7275169345296663e-05,0.0808530530705315,-77.53807789463971,50
556,9857,1231,2280,6377,hotel_market,556,0.12488586791112914,0.0003403225332176436,0.00017756135999644337,0.040983967905539695,-403.9789716449048,50
557,5133,311,2287,3377,hotel_market,557,0.06058834989285018,0.0003413673831003293,9.246448826841268e-05,-0.023313550112739265,119.66845272869064,50
558,26014,1513,4368,15128,hotel_market,558,0.058160990236026756,0.0006519863267959066,0.0004686092339400911,-0.02574090976956269,669.6240267454039,50
559,5419,796,1025,3692,hotel_market,559,0.14689057021590698,0.0001529958756789845,9.761641572696831e-05,0.06298867021031754,-341.3356038697107,50
560,1923,182,627,1214,hotel_market,560,0.09464378575143005,9.358869663485198e-05,3.464040735245618e-05,0.010741885745840604,-20.656646289251483,50
561,32236,2816,5956,20700,hotel_market,561,0.0873557513339124,0.0008890179858966163,0.0005806906767622348,0.003453851328322946,-111.3383514198185,50
562,13660,1097,3016,8469,hotel_market,562,0.08030746705710103,0.0004501810351686022,0.00024606758420933514,-0.0035944329484884213,49.099954076351835,50
563,13587,1498,2380,8746,hotel_market,563,0.11025244719216898,0.00035524896011315425,0.00024475258174613736,0.02635054718657953,-358.0248846240561,50
564,8327,1033,1622,5475,hotel_market,564,0.12405428125375285,0.00024210664424518329,0.00015000034946640803,0.04015238124816341,-334.34887865345667,50
565,6297,860,1321,4182,hotel_market,565,0.13657297125615372,0.00019717809928969612,0.00011343247275008663,0.05267107125056428,-331.6697356648033,50
566,23337,2136,3817,14799,hotel_market,566,0.09152847409692763,0.0005697417146016427,0.00042038647237871554,0.007626574091338184,-177.9813595695592,50
567,2145,306,478,1442,hotel_market,567,0.14265734265734265,7.134832056054107e-05,3.863945593916719e-05,0.0587554426517532,-126.03042448801061,50
568,5575,601,1495,3547,hotel_market,568,0.10780269058295965,0.00022315008208788472,0.00010042655797708956,0.0239007905773702,-133.24690746883886,50
569,9293,459,2077,5611,hotel_market,569,0.04939201549553427,0.0003100218866197569,0.0001674016149383127,-0.034509884510055176,320.70035675194276,50
570,33035,3485,5565,21510,hotel_market,570,0.10549417284698047,0.0008306556567351695,0.0005950836489279199,0.021592272841391022,-713.3007333153524,50
571,10111,1075,1649,6383,hotel_market,571,0.10631984966867768,0.00024613677950697117,0.00018213684801907668,0.02241794966308823,-226.6678890434851,50
572,21109,2327,3480,13944,hotel_market,572,0.11023733952342603,0.0005194396559637718,0.00038025187665262486,0.02633543951783658,-555.9147927820123,50
573,4349,480,877,2784,hotel_market,573,0.11037020004598758,0.0001309047638736287,7.834172208831614e-05,0.02646830004039813,-115.11063687569147,50
574,6558,713,1328,4177,hotel_market,574,0.10872217139371759,0.00019822294917238187,0.00011813405689932795,0.024820271388128146,-162.77133976334437,50
575,2572,329,532,1671,hotel_market,575,0.12791601866251945,7.940859108411683e-05,4.633131966225549e-05,0.04401411865693,-113.20431318562396,50
576,12373,741,2095,7199,hotel_market,576,0.05988846682292088,0.00031270864346094883,0.0002228839106458348,-0.02401343318266857,297.1182087691582,50
577,7551,717,1645,4813,hotel_market,577,0.09495431068732618,0.00024553972243115073,0.00013602169314529206,0.011052410681736735,-83.45675305779409,50
578,2362,256,707,1576,hotel_market,578,0.10838272650296359,0.00010552983815126053,4.2548435864015344e-05,0.02448082649737414,-57.823712186797714,50
579,7754,846,1986,5020,hotel_market,579,0.10910497807583183,0.00029643883814484216,0.0001396784808169242,0.025203078070242385,-195.42466735665946,50
580,2433,316,526,1623,hotel_market,580,0.12988080558980683,7.851300547038619e-05,4.382741086246796e-05,0.04597890558421738,-111.8666772864009,50
581,13691,1613,2207,8933,hotel_market,581,0.1178146227448689,0.0003294262415839208,0.00024662600991288486,0.03391272273927945,-464.29908702347495,50
582,30292,1740,5432,17402,hotel_market,582,0.05744090849069061,0.0008108035089641403,0.0005456719810299546,-0.026460991514898835,801.5563549693155,50
583,8024,937,1828,5115,hotel_market,583,0.11677467597208376,0.0002728550836499353,0.00014454218855751867,0.03287277596649431,-263.7711543551503,50
584,8792,1081,1525,5666,hotel_market,584,0.12295268425841674,0.00022762801015653792,0.00015837673501965406,0.03905078425282729,-343.33449515085755,50
585,34418,1750,5255,20610,hotel_market,585,0.050845487826137487,0.0007843837333590864,0.0006199966407991872,-0.03305641217945196,1137.7355943923776,50
586,2955,321,612,1871,hotel_market,586,0.10862944162436548,9.134973260052538e-05,5.3230579160950606e-05,0.024727541618776036,-73.06988548348319,50
587,28579,2735,5181,18921,hotel_market,587,0.09569963959550719,0.0007733381774564084,0.0005148144574757385,0.011797739589917741,-337.1675997402591,50
588,5212,239,1280,3103,hotel_market,588,0.04585571757482732,0.00019105826426253674,9.388757312584589e-05,-0.038046182430762125,198.2967028291322,50
589,10453,1420,2232,7189,hotel_market,589,0.1358461685640486,0.00033315784830779846,0.00018829754449049634,0.051944268558459156,-542.9734392415736,50
590,12185,724,2225,7406,hotel_market,590,0.05941731637258925,0.0003321129984251127,0.00021949732895979127,-0.024484583633000198,298.3446515681074,50
591,26147,2766,4232,17006,hotel_market,591,0.10578651470531993,0.0006316863862180121,0.0004710050603456432,0.02188461469973048,-572.2170205538529,50
592,18408,1993,3883,11795,hotel_market,592,0.10826814428509343,0.0005795931563526798,0.00033159678551430755,0.024366244279503985,-448.53382469710937,50
593,20767,2175,3001,13462,hotel_market,593,0.10473347137285116,0.0004479420711342756,0.0003740911801812052,0.020831571367261714,-432.609242583924,50
594,2209,266,432,1332,hotel_market,594,0.12041647804436396,6.448216418860615e-05,3.979233481101181e-05,0.03651457803877452,-80.6607028876529,50
595,7301,630,1715,4573,hotel_market,595,0.0862895493767977,0.0002559882212580082,0.00013151826005214904,0.0023876493712082503,-17.432228059191434,50
596,9540,1199,1841,6270,hotel_market,596,0.12568134171907758,0.00027479551914635165,0.00017185100683433802,0.04177944171348813,-398.5758739466768,50
597,6593,874,1339,4385,hotel_market,597,0.13256484149855907,0.00019986485613088803,0.00011876453753236797,0.048662941492969625,-320.83477326314875,50
598,12757,883,2294,7896,hotel_market,598,0.06921690052520185,0.00034241223298301504,0.00022980118387690252,-0.014684999480387595,187.33653837130456,50
599,15178,1079,2971,9223,hotel_market,599,0.0710897351429701,0.0004434641430656224,0.0002734124299508996,-0.012812164862619352,194.46303828483653,50
600,11917,1556,2644,7922,hotel_market,600,0.13056977427204833,0.00039465472711730244,0.00021466964868394194,0.04666787426645888,-556.1410576333905,50
601,2250,322,427,1427,hotel_market,601,0.1431111111111111,6.373584284383062e-05,4.0530897838287265e-05,0.05920921110552166,-133.22072498742372,50
602,7047,845,1067,4647,hotel_market,602,0.11990918121186321,0.000159264974975099,0.0001269427720295157,0.036007281206273764,-253.74331066061123,50
603,3670,383,679,2354,hotel_market,603,0.10435967302452316,0.00010135043862051753,6.611039780733967e-05,0.020457773018933714,-75.08002697948673,50
604,4888,507,941,2940,hotel_market,604,0.10372340425531915,0.00014045767708675553,8.805112383713251e-05,0.0198215042497297,-96.88751277267878,50
605,2784,338,622,1789,hotel_market,605,0.12140804597701149,9.284237529007644e-05,5.0150230925240775e-05,0.037506145971422045,-104.41711038443897,50
606,6724,929,1096,4412,hotel_market,606,0.13816180844735276,0.0001635936387747971,0.00012112433647317493,0.054259908441763316,-364.84362436241656,50
607,12823,943,2940,8035,hotel_market,607,0.0735397332917414,0.00043883695072801407,0.00023099009021349226,-0.010362166713848042,132.87406377167343,50
608,6656,343,1763,4019,hotel_market,608,0.05153245192307692,0.0002631529061678533,0.00011989940267184002,-0.03236944808251253,215.4510464372034,50
609,11863,1308,2524,7544,hotel_market,609,0.11025878782769957,0.00037674301484268965,0.00021369690713582304,0.026356887822110125,-312.6717602336924,50
610,4146,497,1054,2596,hotel_market,610,0.11987457790641583,0.0001573245394786826,7.468493441668401e-05,0.03597267790082638,-149.14272257682617,50
611,38681,2186,4882,22880,hotel_market,611,0.056513533776272586,0.0007287081610388316,0.0006967891819034621,-0.02738836622931686,1059.4093941162055,50
612,2608,360,578,1716,hotel_market,612,0.13803680981595093,8.627474745605175e-05,4.6979814027668086e-05,0.05413490981036148,-141.18384478542274,50
613,9801,1086,1969,6226,hotel_market,613,0.11080501989592899,0.00029390134557260537,0.00017655259098357933,0.02690311989033954,-263.67747804521787,50
614,15978,1265,2954,9787,hotel_market,614,0.07917136062085367,0.00044092665049338557,0.0002878234158489573,-0.004730539384735777,75.58455828930825,50
615,2448,218,661,1559,hotel_market,615,0.08905228758169935,9.866368177932561e-05,4.409761684805654e-05,0.005150387576109902,-12.60814878631704,50
616,7988,1051,1536,5255,hotel_market,616,0.13157235853780672,0.00022926991711504408,0.0001438936941921061,0.04767045853221727,-380.79162275535157,50
617,13559,641,2626,8001,hotel_market,617,0.047274872778228484,0.00039196797027611055,0.00024424819723970533,-0.03662702722736096,496.6258621757873,50
618,6342,757,1897,4267,hotel_market,618,0.11936297697887102,0.00028315431820783766,0.00011424309070685237,0.035461076973281574,-224.89415016455175,50
619,11246,1264,2156,7346,hotel_market,619,0.11239551840654455,0.0003218137638672103,0.00020258243426194604,0.0284936184009551,-320.43923253714104,50
620,2621,343,633,1669,hotel_market,620,0.13086608164822586,9.448428224858262e-05,4.7213992548511523e-05,0.04696418164263641,-123.09312008535004,50
621,6248,761,1118,4055,hotel_market,621,0.1217989756722151,0.00016687745269180945,0.00011254979986383059,0.03789707566662566,-236.78092876507714,50
622,923,125,263,594,hotel_market,622,0.13542795232936078,3.9256502735193093e-05,1.6626674979884065e-05,0.05152605232377133,-47.55854629484094,50
623,137705,7079,18336,79820,hotel_market,623,0.05140699321012309,0.002736909635560839,0.0024805810163650434,-0.032494906795466356,4474.711140269695,50
624,22579,1722,3717,13235,hotel_market,624,0.07626555649054431,0.0005548152877061321,0.0004067320632403059,-0.007636343515045135,172.42100022620411,50
625,2699,289,601,1647,hotel_market,625,0.10707669507224898,8.97078256420192e-05,4.861906367357215e-05,0.023174795066659537,-62.54877188491409,50
626,7772,823,1438,4969,hotel_market,626,0.10589294904786413,0.00021464201875744362,0.00014000272799963051,0.021991049042274682,-170.91443315655883,50
627,115912,5265,14730,70001,hotel_market,627,0.045422389398854304,0.0021986626817087234,0.0020880077467695796,-0.03847951060673514,4460.237033447884,50
628,2867195,132646,221289,1496367,hotel_market,628,0.04626333402506631,0.03303054081280664,0.05164888338997691,-0.037638565980523134,107917.10818652602,50
629,27171,2522,4156,16925,hotel_market,629,0.09281955025578742,0.000620342301777424,0.000489451122295157,0.008917650250197973,-242.3014749481291,50
630,5264,715,1289,3549,hotel_market,630,0.13582826747720364,0.0001924016426831327,9.482428720921964e-05,0.05192636747161419,-273.34039837057713,50
631,18446,1645,6201,12068,hotel_market,631,0.08917922584842242,0.0009255877317906174,0.0003322813073444653,0.0052773258428329695,-97.34555249689696,50
632,2459,351,736,1642,hotel_market,632,0.14274095160634404,0.00010985850195095863,4.429576790415484e-05,0.05883905160075459,-144.68522788625555,50
633,90051,8369,12046,54038,hotel_market,633,0.09293622502803967,0.0017980373838332169,0.0016221546138824917,0.009034325022450218,-813.5500025966646,50
634,15092,1737,2231,9561,hotel_market,634,0.1150940895838855,0.00033300858403884336,0.0002718632489668584,0.03119218957829606,-470.7525251156441,50
635,3636,370,742,2265,hotel_market,635,0.10176017601760176,0.00011075408756468927,6.549793090667222e-05,0.017858276012012314,-64.93269157967677,50
636,144156,4763,19973,77568,hotel_market,636,0.03304059491106857,0.002981255243840349,0.002596787603900506,-0.05086130509452088,7331.962297205752,50
637,658974,45917,73035,406287,hotel_market,637,0.0696795321211459,0.010901515883136228,0.01187058127648334,-0.014222367884443546,9372.170654283302,50
638,41513,4248,6949,26635,hotel_market,638,0.10232939079324549,0.0010372374049690374,0.0007478040719825864,0.018427490787656042,-764.9804250679653,50
639,42841,4589,7575,27908,hotel_market,639,0.10711701407530169,0.0011306768373349342,0.0007717263085733621,0.023215114069712245,-994.5587018605423,50
640,53853,5600,8086,34786,hotel_market,640,0.10398677882383525,0.0012069508787709937,0.0009700935294601262,0.020084878818245805,-1081.6309789989914,50
641,94013,10643,14452,62012,hotel_market,641,0.11320774786465701,0.002157167214939204,0.0016935250215426225,0.029305847859067563,-2755.130674774519,50
642,57741,2187,6543,34355,hotel_market,642,0.03787603262846158,0.000976636111773264,0.0010401309209246868,-0.04602586737712787,2657.5796082227403,50
643,66301,6802,10163,42601,hotel_market,643,0.10259272107509691,0.0015169727653907507,0.001194328470033904,0.018690821069507466,-1239.2201277294146,50
644,31412,3211,5487,20397,hotel_market,644,0.10222208073347765,0.0008190130437566712,0.0005658473612872353,0.0183201807278882,-575.4735170244242,50
645,41520,3584,7172,25790,hotel_market,645,0.08631984585741811,0.0010705233369460263,0.0007479301681091944,0.002417945851828668,-100.39311176792629,50
646,129480,12332,17157,82804,hotel_market,646,0.09524250849552054,0.0025609270624627678,0.002332418067600638,0.011340608489931098,-1468.3819872762786,50
647,121353,9211,19322,74852,hotel_market,647,0.07590253228185541,0.002884084204750574,0.002186020464608744,-0.007999367723734038,970.7472713782968,50
648,48072,4837,7267,31454,hotel_market,648,0.10061990347811615,0.0010847034424967613,0.0008659561426142869,0.016718003472526707,-803.6678629313038,50
649,40646,3497,5912,26385,hotel_market,649,0.08603552625104562,0.0008824503580625916,0.0007321861660155663,0.002133626245456169,-86.72337237281144,50
650,35269,1427,5362,20818,hotel_market,650,0.04046046102809833,0.0008003550101372828,0.000635326327048246,-0.043441438977491115,1532.1361112971342,50
651,17539,1596,3071,11283,hotel_market,651,0.09099720622612463,0.00045839056996113307,0.0003159428520825424,0.007095306220535183,-124.44457580196658,50
