user_location_city,interactions,bookings,unique_users,unique_bookers,segment_name,segment_value,booking_rate,share_of_users,share_of_interactions,gap_from_mean,potential_bookings,user_location_country,user_location_region
8178,13,0,1,13,user_city,8178,0.0,3.066191406998582e-07,2.3417852084343753e-07,-0.07147644082543832,0.9291937307306981,133,12
8179,62,0,1,0,user_city,8179,0.0,3.066191406998582e-07,1.1168514070994714e-06,-0.07147644082543832,4.431539331177175,46,172
8180,51,4,6,25,user_city,8180,0.0784313725490196,1.839714844199149e-06,9.18700351001178e-07,0.00695493172358129,-0.35470151790264576,46,171
8182,178,12,27,111,user_city,8182,0.06741573033707865,8.278716798896171e-06,3.206444362317837e-06,-0.004060710488359667,0.7228064669280208,205,354
8183,94,4,9,64,user_city,8183,0.0425531914893617,2.7595722662987237e-06,1.6932908430217792e-06,-0.028923249336076616,2.718785437591202,68,330
8184,412,30,41,275,user_city,8184,0.07281553398058252,1.2571384768694186e-05,7.421657737499713e-06,0.0013390931551442026,-0.5517063799194115,202,287
8185,13,0,2,11,user_city,8185,0.0,6.132382813997164e-07,2.3417852084343753e-07,-0.07147644082543832,0.9291937307306981,66,351
8186,661,37,69,437,user_city,8186,0.05597579425113464,2.1156720708290216e-05,1.1907077098270171e-05,-0.015500646574303674,10.245927385614728,66,459
8187,64,1,9,29,user_city,8187,0.015625,2.7595722662987237e-06,1.1528788718446156e-06,-0.05585144082543832,3.5744922128280523,68,229
8188,6,0,1,5,user_city,8188,0.0,3.066191406998582e-07,1.080823942354327e-07,-0.07147644082543832,0.42885864495262993,133,30
8189,4,1,2,3,user_city,8189,0.25,6.132382813997164e-07,7.205492949028848e-08,0.1785235591745617,-0.7140942366982468,231,71
8190,3095,172,182,1459,user_city,8190,0.0555735056542811,5.580468360737419e-05,5.5752501693110704e-05,-0.01590293517115722,49.219584354731595,68,229
8192,35,3,3,20,user_city,8192,0.08571428571428572,9.198574220995745e-07,6.304806330400241e-07,0.014237844888847398,-0.49832457110965894,133,20
8193,9,2,1,2,user_city,8193,0.2222222222222222,3.066191406998582e-07,1.6212359135314905e-07,0.1507457813967839,-1.356712032571055,55,253
8194,333,22,31,194,user_city,8194,0.06606606606606606,9.505193361695604e-06,5.998572880066515e-06,-0.005410374759372255,1.801654794870961,66,311
8195,8,0,1,7,user_city,8195,0.0,3.066191406998582e-07,1.4410985898057695e-07,-0.07147644082543832,0.5718115266035065,133,19
8196,544,19,62,295,user_city,8196,0.034926470588235295,1.9010386723391208e-05,9.799470410679231e-06,-0.03654997023720302,19.883183809038442,69,756
8197,49,4,5,30,user_city,8197,0.08163265306122448,1.533095703499291e-06,8.826728862560337e-07,0.010156212235786166,-0.49765439955352214,46,398
8198,8051,511,550,4879,user_city,8198,0.06347037635076389,0.000168640527384922,0.00014502855933157813,-0.008006064474674432,64.45682508560385,66,174
8199,1461,89,124,937,user_city,8199,0.06091718001368925,3.8020773446782415e-05,2.6318062996327865e-05,-0.010559260811749065,15.427080045965383,66,462
8200,1,0,1,0,user_city,8200,0.0,3.066191406998582e-07,1.801373237257212e-08,-0.07147644082543832,0.07147644082543832,66,174
8201,122,5,7,94,user_city,8201,0.040983606557377046,2.1463339848990074e-06,2.1976753494537983e-06,-0.03049283426806127,3.720125780703475,1,322
8202,8,0,1,6,user_city,8202,0.0,3.066191406998582e-07,1.4410985898057695e-07,-0.07147644082543832,0.5718115266035065,52,51
8203,49,4,1,38,user_city,8203,0.08163265306122448,3.066191406998582e-07,8.826728862560337e-07,0.010156212235786166,-0.49765439955352214,55,12
8204,204,20,29,139,user_city,8204,0.09803921568627451,8.891955080295887e-06,3.674801404004712e-06,0.02656277486083619,-5.418806071610583,46,172
8207,153,8,19,89,user_city,8207,0.05228758169934641,5.825763673297305e-06,2.756101053003534e-06,-0.01918885912609191,2.9358954462920623,1,158
8208,38,4,1,22,user_city,8208,0.10526315789473684,3.066191406998582e-07,6.845218301577405e-07,0.03378671706929852,-1.2838952486333437,48,14
8209,767,24,67,449,user_city,8209,0.03129074315514994,2.05434824268905e-05,1.3816532729762814e-05,-0.04018569767028838,30.82243011311119,77,824
8210,102,5,10,56,user_city,8210,0.049019607843137254,3.066191406998582e-06,1.837400702002356e-06,-0.022456832982301063,2.2905969641947084,63,162
8211,11,4,2,10,user_city,8211,0.36363636363636365,6.132382813997164e-07,1.981510560982933e-07,0.29215992281092534,-3.2137591509201786,206,436
8212,11,0,1,3,user_city,8212,0.0,3.066191406998582e-07,1.981510560982933e-07,-0.07147644082543832,0.7862408490798215,0,147
8213,40,0,4,3,user_city,8213,0.0,1.2264765627994328e-06,7.205492949028847e-07,-0.07147644082543832,2.8590576330175326,66,351
8214,34,14,4,32,user_city,8214,0.4117647058823529,1.2264765627994328e-06,6.12466900667452e-07,0.3402882650569146,-11.569801011935096,46,171
8216,26,3,2,20,user_city,8216,0.11538461538461539,6.132382813997164e-07,4.6835704168687506e-07,0.043908174559177074,-1.141612538538604,1,187
8217,1557,66,110,944,user_city,8217,0.04238921001926782,3.37281054769844e-05,2.804738130409479e-05,-0.029087230806170497,45.28881836520746,77,977
8218,1232,105,67,734,user_city,8218,0.08522727272727272,2.05434824268905e-05,2.219291828300885e-05,0.013750831901834404,-16.941024903059986,205,354
8219,89,4,12,53,user_city,8219,0.0449438202247191,3.679429688398298e-06,1.6032221811589185e-06,-0.026532620600719217,2.3614032334640105,66,331
8222,10,1,2,8,user_city,8222,0.1,6.132382813997164e-07,1.8013732372572118e-07,0.02852355917456169,-0.28523559174561686,69,828
8223,11,3,4,9,user_city,8223,0.2727272727272727,1.2264765627994328e-06,1.981510560982933e-07,0.2012508319018344,-2.2137591509201786,46,430
8224,22,1,1,11,user_city,8224,0.045454545454545456,3.066191406998582e-07,3.963021121965866e-07,-0.02602189537089286,0.572481698159643,215,974
8225,2,0,1,2,user_city,8225,0.0,3.066191406998582e-07,3.602746474514424e-08,-0.07147644082543832,0.14295288165087663,55,12
8226,9,1,2,7,user_city,8226,0.1111111111111111,6.132382813997164e-07,1.6212359135314905e-07,0.03963467028567279,-0.3567120325710551,1,179
8227,80,7,9,61,user_city,8227,0.0875,2.7595722662987237e-06,1.4410985898057694e-06,0.016023559174561677,-1.2818847339649342,77,824
8228,43,4,9,25,user_city,8228,0.09302325581395349,2.7595722662987237e-06,7.745904920206011e-07,0.02154681498851517,-0.9265130445061524,46,172
8229,239,3,3,19,user_city,8229,0.012552301255230125,9.198574220995745e-07,4.305282037044736e-06,-0.058924139570208194,14.082869357279758,70,72
8230,32,1,6,14,user_city,8230,0.03125,1.839714844199149e-06,5.764394359223078e-07,-0.04022644082543832,1.2872461064140261,66,324
8231,65,2,4,37,user_city,8231,0.03076923076923077,1.2264765627994328e-06,1.1708926042171877e-06,-0.040707210056207546,2.6459686536534903,69,648
8232,169,5,13,52,user_city,8232,0.029585798816568046,3.986048829098156e-06,3.044320770964688e-06,-0.04189064200887027,7.079518499499076,46,336
8233,466,30,43,254,user_city,8233,0.06437768240343347,1.3184623050093902e-05,8.394399285618606e-06,-0.007098758422004844,3.3080214246542576,66,331
8234,46,4,6,28,user_city,8234,0.08695652173913043,1.839714844199149e-06,8.286316891383175e-07,0.015480080913692115,-0.7120837220298373,1,368
8235,55,9,5,38,user_city,8235,0.16363636363636364,1.533095703499291e-06,9.907552804914664e-07,0.09215992281092532,-5.068795754600893,182,316
8236,4,1,1,2,user_city,8236,0.25,3.066191406998582e-07,7.205492949028848e-08,0.1785235591745617,-0.7140942366982468,46,171
8237,4,0,1,0,user_city,8237,0.0,3.066191406998582e-07,7.205492949028848e-08,-0.07147644082543832,0.28590576330175327,133,25
8239,62,3,10,15,user_city,8239,0.04838709677419355,3.066191406998582e-06,1.1168514070994714e-06,-0.02308934405124477,1.4315393311771758,1,154
8241,9,1,1,4,user_city,8241,0.1111111111111111,3.066191406998582e-07,1.6212359135314905e-07,0.03963467028567279,-0.3567120325710551,133,28
8242,7,2,1,7,user_city,8242,0.2857142857142857,3.066191406998582e-07,1.2609612660800483e-07,0.2142378448888474,-1.4996649142219318,133,32
8243,1119,45,97,612,user_city,8243,0.040214477211796246,2.9742056647886246e-05,2.01573665249082e-05,-0.03126196361364207,34.98213728366548,205,385
8244,3,1,1,3,user_city,8244,0.3333333333333333,3.066191406998582e-07,5.404119711771635e-08,0.261856892507895,-0.785570677523685,133,14
8245,3,0,1,2,user_city,8245,0.0,3.066191406998582e-07,5.404119711771635e-08,-0.07147644082543832,0.21442932247631497,182,234
8246,35,0,4,14,user_city,8246,0.0,1.2264765627994328e-06,6.304806330400241e-07,-0.07147644082543832,2.501675428890341,66,324
8247,10,1,2,6,user_city,8247,0.1,6.132382813997164e-07,1.8013732372572118e-07,0.02852355917456169,-0.28523559174561686,32,1001
8248,8,1,3,4,user_city,8248,0.125,9.198574220995745e-07,1.4410985898057695e-07,0.05352355917456168,-0.42818847339649346,69,1011
8249,2,0,1,2,user_city,8249,0.0,3.066191406998582e-07,3.602746474514424e-08,-0.07147644082543832,0.14295288165087663,148,411
8250,21,1,2,15,user_city,8250,0.047619047619047616,6.132382813997164e-07,3.782883798240145e-07,-0.0238573932063907,0.5010052573342048,70,103
8251,8933,647,528,5814,user_city,8251,0.07242807567446546,0.00016189490628952514,0.00016091667128418673,0.000951634849027147,-8.500954106359504,231,69
8252,63,4,7,25,user_city,8252,0.06349206349206349,2.1463339848990074e-06,1.1348651394720434e-06,-0.007984377333374829,0.5030157720026142,46,172
8254,40,3,6,29,user_city,8254,0.075,1.839714844199149e-06,7.205492949028847e-07,0.00352355917456168,-0.1409423669824672,5,8
8256,998,60,99,525,user_city,8256,0.06012024048096192,3.035529492928596e-05,1.7977704907826975e-05,-0.011356200344476396,11.333487943787443,66,337
8257,62,8,11,46,user_city,8257,0.12903225806451613,3.37281054769844e-06,1.1168514070994714e-06,0.05755581723907781,-3.568460668822824,66,331
8259,3,1,1,2,user_city,8259,0.3333333333333333,3.066191406998582e-07,5.404119711771635e-08,0.261856892507895,-0.785570677523685,46,172
8260,10,1,4,7,user_city,8260,0.1,1.2264765627994328e-06,1.8013732372572118e-07,0.02852355917456169,-0.28523559174561686,69,567
8261,1002,39,95,604,user_city,8261,0.038922155688622756,2.912881836648653e-05,1.804975983731726e-05,-0.03255428513681556,32.619393707089195,3,51
8262,36,7,2,23,user_city,8262,0.19444444444444445,6.132382813997164e-07,6.484943654125962e-07,0.12296800361900613,-4.42684813028422,46,398
8263,1265,72,99,790,user_city,8263,0.05691699604743083,3.035529492928596e-05,2.278737145130373e-05,-0.01455944477800749,18.417697644179473,195,548
8264,2,0,1,1,user_city,8264,0.0,3.066191406998582e-07,3.602746474514424e-08,-0.07147644082543832,0.14295288165087663,1,304
8265,67,7,7,39,user_city,8265,0.1044776119402985,2.1463339848990074e-06,1.206920068962332e-06,0.03300117111486019,-2.2110784646956323,66,340
8266,437,7,12,249,user_city,8266,0.016018306636155607,3.679429688398298e-06,7.872001046814016e-06,-0.05545813418928271,24.235204640716542,17,45
8267,990,63,74,584,user_city,8267,0.06363636363636363,2.2689816411789507e-05,1.7833595048846396e-05,-0.007840077189074687,7.76167641718394,66,448
8268,313,9,16,196,user_city,8268,0.02875399361022364,4.905906251197731e-06,5.638298232615073e-06,-0.042722447215214676,13.372125978362194,1,177
8270,795,50,57,469,user_city,8270,0.06289308176100629,1.7477291019891916e-05,1.4320917236194834e-05,-0.008583359064432028,6.823770456223462,66,226
8271,225,13,24,131,user_city,8271,0.057777777777777775,7.358859376796596e-06,4.053089783828727e-06,-0.013698663047660542,3.082199185723622,46,244
8272,387,35,66,212,user_city,8272,0.09043927648578812,2.0236863286190642e-05,6.9713144281854095e-06,0.0189628356603498,-7.338617400555372,66,220
8273,3,0,1,2,user_city,8273,0.0,3.066191406998582e-07,5.404119711771635e-08,-0.07147644082543832,0.21442932247631497,62,23
8274,1,0,1,0,user_city,8274,0.0,3.066191406998582e-07,1.801373237257212e-08,-0.07147644082543832,0.07147644082543832,133,26
8275,319,26,40,190,user_city,8275,0.08150470219435736,1.2264765627994328e-05,5.746380626850505e-06,0.010028261368919045,-3.199015376685175,69,986
8276,2,0,1,2,user_city,8276,0.0,3.066191406998582e-07,3.602746474514424e-08,-0.07147644082543832,0.14295288165087663,206,367
8277,1013,83,93,698,user_city,8277,0.08193484698914116,2.851558008508681e-05,1.8247910893415556e-05,0.010458406163702846,-10.594365443830984,205,155
8278,24,1,8,18,user_city,8278,0.041666666666666664,2.4529531255988656e-06,4.323295769417308e-07,-0.029809774158771653,0.7154345798105197,231,48
8279,441,12,16,362,user_city,8279,0.027210884353741496,4.905906251197731e-06,7.944055976304304e-06,-0.04426555647169682,19.521110404018298,68,335
8280,80,0,7,40,user_city,8280,0.0,2.1463339848990074e-06,1.4410985898057694e-06,-0.07147644082543832,5.718115266035065,69,620
8281,41,5,9,29,user_city,8281,0.12195121951219512,2.7595722662987237e-06,7.385630272754568e-07,0.0504747786867568,-2.069465926157029,69,620
8282,99,4,5,51,user_city,8282,0.04040404040404041,1.533095703499291e-06,1.7833595048846397e-06,-0.03107240042139791,3.076167641718393,5,6
8283,16,1,2,9,user_city,8283,0.0625,6.132382813997164e-07,2.882197179611539e-07,-0.008976440825438317,0.14362305320701307,1,187
8284,181,9,23,94,user_city,8284,0.049723756906077346,7.052240236096739e-06,3.2604855594355534e-06,-0.02175268391936097,3.937235789404336,69,803
8285,55,4,2,50,user_city,8285,0.07272727272727272,6.132382813997164e-07,9.907552804914664e-07,0.0012508319018344066,-0.06879575460089236,148,206
8286,73,5,6,48,user_city,8286,0.0684931506849315,1.839714844199149e-06,1.3150024631977647e-06,-0.002983290140506814,0.2177801802569974,1,416
8287,123,1,6,60,user_city,8287,0.008130081300813009,1.839714844199149e-06,2.2156890818263703e-06,-0.0633463595246253,7.791602221528913,179,17
8288,2,1,1,2,user_city,8288,0.5,3.066191406998582e-07,3.602746474514424e-08,0.4285235591745617,-0.8570471183491234,133,28
8289,8,0,1,0,user_city,8289,0.0,3.066191406998582e-07,1.4410985898057695e-07,-0.07147644082543832,0.5718115266035065,5,4
8290,12,0,2,10,user_city,8290,0.0,6.132382813997164e-07,2.161647884708654e-07,-0.07147644082543832,0.8577172899052599,1,318
8291,21,0,2,15,user_city,8291,0.0,6.132382813997164e-07,3.782883798240145e-07,-0.07147644082543832,1.5010052573342048,70,113
8292,52,9,16,41,user_city,8292,0.17307692307692307,4.905906251197731e-06,9.367140833737501e-07,0.10160048225148476,-5.283225077077208,205,155
8293,41,3,3,23,user_city,8293,0.07317073170731707,9.198574220995745e-07,7.385630272754568e-07,0.0016942908818787517,-0.06946592615702882,68,330
8294,1465,102,123,842,user_city,8294,0.0696245733788396,3.771415430608256e-05,2.6390117925818155e-05,-0.0018518674465987234,2.71298580926713,66,174
8295,12,0,3,1,user_city,8295,0.0,9.198574220995745e-07,2.161647884708654e-07,-0.07147644082543832,0.8577172899052599,77,824
8296,839,59,66,559,user_city,8296,0.07032181168057211,2.0236863286190642e-05,1.5113521460588007e-05,-0.0011546291448662066,0.9687338525427474,231,82
8297,11,1,2,8,user_city,8297,0.09090909090909091,6.132382813997164e-07,1.981510560982933e-07,0.019432650083652594,-0.21375915092017855,133,32
8298,72,2,14,31,user_city,8298,0.027777777777777776,4.292667969798015e-06,1.2969887308251924e-06,-0.04369866304766054,3.146303739431559,66,351
8299,243,6,12,80,user_city,8299,0.024691358024691357,3.679429688398298e-06,4.377336966535025e-06,-0.04678508280074696,11.368775120581512,1,376
8300,371,29,39,232,user_city,8300,0.07816711590296496,1.1958146487294469e-05,6.6830947102242555e-06,0.006690675077526645,-2.4822404537623854,11,41
8301,12,1,4,5,user_city,8301,0.08333333333333333,1.2264765627994328e-06,2.161647884708654e-07,0.011856892507895012,-0.14228271009474014,66,348
8302,236,20,20,151,user_city,8302,0.0847457627118644,6.132382813997164e-06,4.25124083992702e-06,0.013269321886426086,-3.131559965196556,46,172
8303,8,1,1,3,user_city,8303,0.125,3.066191406998582e-07,1.4410985898057695e-07,0.05352355917456168,-0.42818847339649346,63,140
8304,2243,131,99,1405,user_city,8304,0.05840392331698618,3.035529492928596e-05,4.0404801711679263e-05,-0.01307251750845214,29.32165677145815,0,323
8305,8,0,1,6,user_city,8305,0.0,3.066191406998582e-07,1.4410985898057695e-07,-0.07147644082543832,0.5718115266035065,1,219
8306,383,11,31,226,user_city,8306,0.028720626631853787,9.505193361695604e-06,6.899259498695121e-06,-0.042755814193584527,16.375476836142873,77,462
8307,16,2,2,9,user_city,8307,0.125,6.132382813997164e-07,2.882197179611539e-07,0.05352355917456168,-0.8563769467929869,133,32
8308,19,1,4,8,user_city,8308,0.05263157894736842,1.2264765627994328e-06,3.4226091507887023e-07,-0.0188448618780699,0.3580523756833281,69,665
8309,21,2,2,17,user_city,8309,0.09523809523809523,6.132382813997164e-07,3.782883798240145e-07,0.023761654412656916,-0.49899474266579524,133,25
8310,111,8,20,69,user_city,8310,0.07207207207207207,6.132382813997164e-06,1.9995242933555052e-06,0.0005956312466337543,-0.06611506837634673,66,392
8312,4,0,3,2,user_city,8312,0.0,9.198574220995745e-07,7.205492949028848e-08,-0.07147644082543832,0.28590576330175327,46,171
8313,7,0,1,0,user_city,8313,0.0,3.066191406998582e-07,1.2609612660800483e-07,-0.07147644082543832,0.5003350857780682,77,947
8314,9,0,1,3,user_city,8314,0.0,3.066191406998582e-07,1.6212359135314905e-07,-0.07147644082543832,0.6432879674289449,46,398
8315,567,26,58,348,user_city,8315,0.04585537918871252,1.7783910160591773e-05,1.0213786255248392e-05,-0.025621061636725798,14.527141948023527,77,824
8317,506,33,63,379,user_city,8317,0.06521739130434782,1.9317005864091064e-05,9.114948580521492e-06,-0.006259049521090493,3.1670790576717893,181,253
8318,122,6,9,68,user_city,8318,0.04918032786885246,2.7595722662987237e-06,2.1976753494537983e-06,-0.02229611295658586,2.7201257807034747,205,135
8319,9,2,1,7,user_city,8319,0.2222222222222222,3.066191406998582e-07,1.6212359135314905e-07,0.1507457813967839,-1.356712032571055,66,356
8320,2,0,1,0,user_city,8320,0.0,3.066191406998582e-07,3.602746474514424e-08,-0.07147644082543832,0.14295288165087663,66,363
8321,4,0,1,0,user_city,8321,0.0,3.066191406998582e-07,7.205492949028848e-08,-0.07147644082543832,0.28590576330175327,66,448
8322,9,1,1,9,user_city,8322,0.1111111111111111,3.066191406998582e-07,1.6212359135314905e-07,0.03963467028567279,-0.3567120325710551,231,72
8323,480,45,22,299,user_city,8323,0.09375,6.74562109539688e-06,8.646591538834617e-06,0.022273559174561683,-10.691308403789607,66,321
8325,672,47,82,444,user_city,8325,0.06994047619047619,2.5142769537388372e-05,1.2105228154368464e-05,-0.0015359646349621253,1.0321682346945482,215,788
8326,260,15,32,154,user_city,8326,0.057692307692307696,9.811812502395462e-06,4.683570416868751e-06,-0.013784133133130622,3.5838746146139617,66,348
8327,7936,651,391,4928,user_city,8327,0.08203125,0.00011988808401364455,0.00014295698010873234,0.010554809174561683,-83.76296560932151,66,256
8328,3,1,1,2,user_city,8328,0.3333333333333333,3.066191406998582e-07,5.404119711771635e-08,0.261856892507895,-0.785570677523685,0,251
8329,14,0,3,10,user_city,8329,0.0,9.198574220995745e-07,2.5219225321600966e-07,-0.07147644082543832,1.0006701715561364,1,178
8330,31,2,4,21,user_city,8330,0.06451612903225806,1.2264765627994328e-06,5.584257035497357e-07,-0.006960311793180254,0.2157696655885879,66,318
8331,2,0,1,2,user_city,8331,0.0,3.066191406998582e-07,3.602746474514424e-08,-0.07147644082543832,0.14295288165087663,1,152
8332,1316,61,88,741,user_city,8332,0.04635258358662614,2.698248438158752e-05,2.370607180230491e-05,-0.025123857238812178,33.06299612627683,66,311
8333,208,13,29,112,user_city,8333,0.0625,8.891955080295887e-06,3.7468563334950005e-06,-0.008976440825438317,1.86709969169117,66,318
8334,4,0,2,3,user_city,8334,0.0,6.132382813997164e-07,7.205492949028848e-08,-0.07147644082543832,0.28590576330175327,55,375
8335,7,0,1,7,user_city,8335,0.0,3.066191406998582e-07,1.2609612660800483e-07,-0.07147644082543832,0.5003350857780682,182,154
8336,1,0,1,1,user_city,8336,0.0,3.066191406998582e-07,1.801373237257212e-08,-0.07147644082543832,0.07147644082543832,133,25
8337,96,4,9,70,user_city,8337,0.041666666666666664,2.7595722662987237e-06,1.7293183077669232e-06,-0.029809774158771653,2.861738319242079,1,450
8338,19,3,6,16,user_city,8338,0.15789473684210525,1.839714844199149e-06,3.4226091507887023e-07,0.08641829601666694,-1.6419476243166717,66,220
8339,1,0,1,1,user_city,8339,0.0,3.066191406998582e-07,1.801373237257212e-08,-0.07147644082543832,0.07147644082543832,66,321
8340,406,22,67,193,user_city,8340,0.054187192118226604,2.05434824268905e-05,7.31357534326428e-06,-0.017289248707211713,7.019434975127956,69,877
8341,170,12,7,83,user_city,8341,0.07058823529411765,2.1463339848990074e-06,3.06233450333726e-06,-0.000888205531320671,0.15099494032451408,66,442
8342,3,0,1,3,user_city,8342,0.0,3.066191406998582e-07,5.404119711771635e-08,-0.07147644082543832,0.21442932247631497,55,405
8343,7,1,2,5,user_city,8343,0.14285714285714285,6.132382813997164e-07,1.2609612660800483e-07,0.07138070203170453,-0.4996649142219317,133,11
8344,640,36,69,394,user_city,8344,0.05625,2.1156720708290216e-05,1.1528788718446156e-05,-0.015226440825438316,9.744922128280521,66,363
8345,3,0,1,2,user_city,8345,0.0,3.066191406998582e-07,5.404119711771635e-08,-0.07147644082543832,0.21442932247631497,52,55
8346,14736,969,694,8621,user_city,8346,0.06575732899022801,0.0002127936836457016,0.00026545036024222275,-0.005719111835210303,84.27683200365902,66,435
8348,2,1,2,2,user_city,8348,0.5,6.132382813997164e-07,3.602746474514424e-08,0.4285235591745617,-0.8570471183491234,46,172
8349,180,9,13,141,user_city,8349,0.05,3.986048829098156e-06,3.2424718270629814e-06,-0.021476440825438314,3.8657593485788966,148,328
8351,4698,254,295,3022,user_city,8351,0.05406555981268625,9.045264650645817e-05,8.462851468634381e-05,-0.017410881012752066,81.79631899790921,231,49
8352,4216,219,222,2559,user_city,8352,0.0519449715370019,6.806944923536852e-05,7.594589568276405e-05,-0.019531469288436416,82.34467452004793,66,462
8353,23,2,3,21,user_city,8353,0.08695652173913043,9.198574220995745e-07,4.1431584456915874e-07,0.015480080913692115,-0.35604186101491864,133,27
8354,58,4,5,38,user_city,8354,0.06896551724137931,1.533095703499291e-06,1.0447964776091829e-06,-0.0025109235840590077,0.14563356787542245,1,313
8355,6,0,2,0,user_city,8355,0.0,6.132382813997164e-07,1.080823942354327e-07,-0.07147644082543832,0.42885864495262993,133,20
8357,3,0,1,2,user_city,8357,0.0,3.066191406998582e-07,5.404119711771635e-08,-0.07147644082543832,0.21442932247631497,133,23
8358,8,1,2,7,user_city,8358,0.125,6.132382813997164e-07,1.4410985898057695e-07,0.05352355917456168,-0.42818847339649346,133,30
8359,13,2,3,6,user_city,8359,0.15384615384615385,9.198574220995745e-07,2.3417852084343753e-07,0.08236971302071554,-1.070806269269302,133,28
8360,7,2,2,6,user_city,8360,0.2857142857142857,6.132382813997164e-07,1.2609612660800483e-07,0.2142378448888474,-1.4996649142219318,133,17
8361,30,2,5,6,user_city,8361,0.06666666666666667,1.533095703499291e-06,5.404119711771636e-07,-0.004809774158771651,0.14429322476314954,32,971
8362,474,42,31,278,user_city,8362,0.08860759493670886,9.505193361695604e-06,8.538509144599184e-06,0.017131154111270544,-8.120167048742237,231,69
8363,189,14,32,107,user_city,8363,0.07407407407407407,9.811812502395462e-06,3.4045954184161304e-06,0.002597633248635753,-0.4909526839921573,215,646
8364,2,1,1,2,user_city,8364,0.5,3.066191406998582e-07,3.602746474514424e-08,0.4285235591745617,-0.8570471183491234,66,348
8365,8,0,2,1,user_city,8365,0.0,6.132382813997164e-07,1.4410985898057695e-07,-0.07147644082543832,0.5718115266035065,0,317
8366,5,1,1,4,user_city,8366,0.2,3.066191406998582e-07,9.006866186286059e-08,0.1285235591745617,-0.6426177958728085,55,22
8367,53,2,6,12,user_city,8367,0.03773584905660377,1.839714844199149e-06,9.547278157463224e-07,-0.033740591768834545,1.788251363748231,69,1011
8368,18,0,1,0,user_city,8368,0.0,3.066191406998582e-07,3.242471827062981e-07,-0.07147644082543832,1.2865759348578898,1,301
8370,34,1,5,28,user_city,8370,0.029411764705882353,1.533095703499291e-06,6.12466900667452e-07,-0.042064676119555965,1.4301989880649029,190,133
8372,59,1,5,30,user_city,8372,0.01694915254237288,1.533095703499291e-06,1.062810209981755e-06,-0.05452728828306544,3.217110008700861,133,23
8373,6,1,1,4,user_city,8373,0.16666666666666666,3.066191406998582e-07,1.080823942354327e-07,0.09519022584122834,-0.5711413550473701,133,21
8374,436,63,44,361,user_city,8374,0.1444954128440367,1.349124219079376e-05,7.853987314441443e-06,0.07301897201859837,-31.836271800108893,133,14
8375,8,0,1,4,user_city,8375,0.0,3.066191406998582e-07,1.4410985898057695e-07,-0.07147644082543832,0.5718115266035065,46,398
8377,1,0,1,1,user_city,8377,0.0,3.066191406998582e-07,1.801373237257212e-08,-0.07147644082543832,0.07147644082543832,182,416
8378,9,0,1,4,user_city,8378,0.0,3.066191406998582e-07,1.6212359135314905e-07,-0.07147644082543832,0.6432879674289449,187,49
8380,35,2,11,12,user_city,8380,0.05714285714285714,3.37281054769844e-06,6.304806330400241e-07,-0.014333583682581176,0.5016754288903411,46,398
8381,42,3,4,21,user_city,8381,0.07142857142857142,1.2264765627994328e-06,7.56576759648029e-07,-4.786939686689251e-05,0.0020105146684094855,66,174
8382,1040,84,58,584,user_city,8382,0.08076923076923077,1.7783910160591773e-05,1.8734281667475003e-05,0.009292789943792457,-9.664501541544155,231,69
8383,515,12,20,333,user_city,8383,0.02330097087378641,6.132382813997164e-06,9.277072171874642e-06,-0.04817546995165191,24.81036702510073,1,167
8384,13,0,1,0,user_city,8384,0.0,3.066191406998582e-07,2.3417852084343753e-07,-0.07147644082543832,0.9291937307306981,148,328
8387,1,0,1,0,user_city,8387,0.0,3.066191406998582e-07,1.801373237257212e-08,-0.07147644082543832,0.07147644082543832,77,462
8388,16,0,1,15,user_city,8388,0.0,3.066191406998582e-07,2.882197179611539e-07,-0.07147644082543832,1.143623053207013,77,824
8389,4,0,1,0,user_city,8389,0.0,3.066191406998582e-07,7.205492949028848e-08,-0.07147644082543832,0.28590576330175327,69,940
8390,21,0,1,15,user_city,8390,0.0,3.066191406998582e-07,3.782883798240145e-07,-0.07147644082543832,1.5010052573342048,55,11
8391,3,0,2,3,user_city,8391,0.0,6.132382813997164e-07,5.404119711771635e-08,-0.07147644082543832,0.21442932247631497,66,471
8392,13,1,5,11,user_city,8392,0.07692307692307693,1.533095703499291e-06,2.3417852084343753e-07,0.00544663609763861,-0.07080626926930193,133,32
8393,219,16,38,128,user_city,8393,0.0730593607305936,1.165152734659461e-05,3.945007389593294e-06,0.0015829199051552861,-0.34665945922900765,66,351
8395,27,2,1,24,user_city,8395,0.07407407407407407,3.066191406998582e-07,4.863707740594472e-07,0.002597633248635753,-0.07013609771316533,87,39
8396,1,0,1,0,user_city,8396,0.0,3.066191406998582e-07,1.801373237257212e-08,-0.07147644082543832,0.07147644082543832,55,29
8398,5,0,1,4,user_city,8398,0.0,3.066191406998582e-07,9.006866186286059e-08,-0.07147644082543832,0.35738220412719157,12,789
8399,58,2,6,33,user_city,8399,0.034482758620689655,1.839714844199149e-06,1.0447964776091829e-06,-0.03699368220474866,2.1456335678754224,69,875
8400,26,5,4,22,user_city,8400,0.19230769230769232,1.2264765627994328e-06,4.6835704168687506e-07,0.120831251482254,-3.1416125385386042,66,340
8401,1259,102,104,806,user_city,8401,0.08101667990468626,3.188839063278525e-05,2.2679289057068297e-05,0.009540239079247947,-12.011161000773166,231,70
